,Артикул,Артикул-1,Краткое наименование,Наименование,Полное наименование,Цвет,Размер,Кол-во,Цена,Пол,Материал,Состав,Страна производства,Бренд,Вес брутто,Коллекция
3109,CAJ 5432,CAJ 62149-1,Сорочки,"CAJ 5432 Платье модель ""туника"" для девочки","CAJ 5432 Платье модель ""туника"" для девочки Св.бирюзовый (152)-80",Св.бирюзовый,(152)-80,27,255,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,3.618,
3110,CAK 2303 ,CAJ 62149-2,Майки бельевые,CAK 2303 Майка детская,CAK 2303 Майка детская Белый (122-128)-64,Белый,(122-128)-64,969,83,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,42.636,
3111,CSJ 62352,CAJ 62149-3,Лонгсливы,CSJ 62352 (236) Джемпер для мальчика,CSJ 62352 (236) Джемпер для мальчика Т.серый меланж (158)-80,Т.серый меланж,(158)-80,13,416,Мужской,"кулирная гладь повышенной плотности, 80% хлопок, 20% п/э",,,Cherubino,2.366,Muzic Party
3112,CSK 62339,CAJ 62149-4,Лонгсливы,CSK 62339 (228) Джемпер для мальчика,CSK 62339 (228) Джемпер для мальчика Т.серый меланж (128)-64,Т.серый меланж,(128)-64,1,262,Мужской,"кулирная гладь повышенной плотности, 80% хлопок, 20% п/э",,,Cherubino,0.118,Sport Spirit
3113,CSK 7841,CAJ 62149-5,Шорты,CSK 7841 (222) Шорты для мальчика,CSK 7841 (222) Шорты для мальчика Т.синий (116)-60,Т.синий,(116)-60,3,319,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.363,Jurassic mania
3114,CSK 7841,CAJ 62149-6,Шорты,CSK 7841 (222) Шорты для мальчика,CSK 7841 (222) Шорты для мальчика Т.синий (128)-64,Т.синий,(128)-64,5,360,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.605,Jurassic mania
3115,CSK 7861,CAJ 62149-7,Брюки,CSK 7861 (224) Брюки для девочки,CSK 7861 (224) Брюки для девочки Морская волна (098)-56,Морская волна,(098)-56,2,368,Женский,"футер петля, 75% хлопок, 25% п/э",,,Cherubino,0.376,Girl Power
3116,CSK 7861,CAJ 62149-8,Брюки,CSK 7861 (224) Брюки для девочки,CSK 7861 (224) Брюки для девочки Морская волна (122)-64,Морская волна,(122)-64,1,368,Женский,"футер петля, 75% хлопок, 25% п/э",,,Cherubino,0.188,Girl Power
3117,CSK 7863,CAJ 62149-9,Лосины,"CSK 7863 (224) Брюки типа ""лосины"" для девочки","CSK 7863 (224) Брюки типа ""лосины"" для девочки Морская волна (134)-68",Морская волна,(134)-68,1,214,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.084,Girl Power
3118,CH 8194,CAJ 62149-10,Головные уборы,"CH 8194 (224) Комплект для девочки (шапка, снуд)","CH 8194 (224) Комплект для девочки (шапка, снуд) Салатовый 54-56 (m)",Салатовый,54-56 (m),5,245,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.535,Girl Power
3119,CH 8195,CAJ 62149-11,Головные уборы,"CH 8195 (232) Комплект для девочки (шапка, снуд)","CH 8195 (232) Комплект для девочки (шапка, снуд) Салатовый 52-54 (s)",Салатовый,52-54 (s),2,234,Женский,"рибана, 92% хлопок, 3% п/э, 5% эластан",,,Cherubino,0.206,Girl Power
3120,CAJ 1471,CAJ 62149-12,Трусы,CAJ 1471 Трусы для девочки,CAJ 1471 Трусы для девочки Белый-Роза (164)-84,Белый-Роза,(164)-84,3,104,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.099,
3121,CSK 62424,CAJ 62149-13,Футболки,CSK 62424 (225) Футболка для девочки,CSK 62424 (225) Футболка для девочки Св.желтый (122)-64,Св.желтый,(122)-64,1,187,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.067,Bohemian Life
3122,CSK 62424,CAJ 62149-14,Футболки,CSK 62424 (225) Футболка для девочки,CSK 62424 (225) Футболка для девочки Св.желтый (134)-68,Св.желтый,(134)-68,2,210,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.134,Bohemian Life
3123,CSK 62416,CAJ 62149-15,Футболки,CSK 62416 (231) Футболка для мальчика,CSK 62416 (231) Футболка для мальчика Т.синий (122)-64,Т.синий,(122)-64,3,184,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.234,Скорость
3124,СK 7T113,CAJ 62149-16,Шорты,СK 7T113 (229) Шорты для мальчика,СK 7T113 (229) Шорты для мальчика Оливковый (116)-60,Оливковый,(116)-60,2,328,Мужской,"поплин, 100% хлопок",,,Cherubino,0.184,Desert  adventure
3125,CSJ 7879,CAJ 62149-17,Бриджи,CSJ 7879 (234) Бриджи для девочки,CSJ 7879 (234) Бриджи для девочки Т.синий (158)-80,Т.синий,(158)-80,54,181,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,5.67,Amazing Africa
3126,CSK 7859,CAJ 62149-18,Бриджи,CSK 7859 (223) Бриджи для девочки,CSK 7859 (223) Бриджи для девочки Красный (110)-60,Красный,(110)-60,2,151,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.144,Cherry Girl
3127,CSK 7850,CAJ 62149-19,Бриджи,CSK 7850 (222) Бриджи для девочки,CSK 7850 (222) Бриджи для девочки Фуксия (134)-68,Фуксия,(134)-68,6,187,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.456,Tropical Mood
3128,CSK 5403,CAJ 62149-20,Комплекты,"CSK 5403 Комплект для девочки (футболка, бриджи)","CSK 5403 Комплект для девочки (футболка, бриджи) Сиреневый (116)-60",Сиреневый,(116)-60,1,299,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.131,
3129,CSK 5413,CAJ 62149-21,Пижамы,"CSK 5413 Комплект для мальчика (футболка, брюки)","CSK 5413 Комплект для мальчика (футболка, брюки) Оранжевый (122)-64",Оранжевый,(122)-64,1,316,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.16,
3130,CSJ 62419,CAJ 62149-22,Футболки,CSJ 62419 (234) Футболка для девочки,CSJ 62419 (234) Футболка для девочки Св.желтый (134)-68,Св.желтый,(134)-68,4,199,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.364,Amazing Africa
3131,CSK 62431,CAJ 62149-23,Футболки,CSK 62431 (226) Футболка для девочки,CSK 62431 (226) Футболка для девочки Лаванда (134)-68,Лаванда,(134)-68,1,250,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.082,Magic Butterflies
3132,CSJ 62388,CAJ 62149-24,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Желтый (134)-68,Желтый,(134)-68,3,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.324,Sea Adventure
3133,CSK 62369,CAJ 62149-25,Платья,"CSK 62369 (223) Платье типа ""туника"" для девочки","CSK 62369 (223) Платье типа ""туника"" для девочки Белый-Т.синий (098)-56",Белый-Т.синий,(098)-56,3,342,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.264,Cherry Girl
3134,CSK 5406,CAJ 62149-26,Сорочки,"CSK 5406 Платье модель ""туника""","CSK 5406 Платье модель ""туника"" Розовый (116)-60",Розовый,(116)-60,3,183,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.258,
3135,CSK 62362,CAJ 62149-27,Футболки,CSK 62362 (229) Футболка для мальчика,CSK 62362 (229) Футболка для мальчика Желтый (116)-60,Желтый,(116)-60,2,181,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.158,Desert  adventure
3136,CSK 62370,CAJ 62149-28,Футболки,CSK 62370 (223) Футболка для девочки,CSK 62370 (223) Футболка для девочки Красный (116)-60,Красный,(116)-60,3,184,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.216,Cherry Girl
3137,CSK 62417,CAJ 6931-1,Футболки,CSK 62417 (231) Футболка для мальчика,CSK 62417 (231) Футболка для мальчика Красный (110)-60,Красный,(110)-60,6,213,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.51,Скорость
3138,CSK 62418,CAJ 6931-2,Футболки,CSK 62418 (231) Футболка для мальчика,CSK 62418 (231) Футболка для мальчика Салатовый (092)-52,Салатовый,(092)-52,2,180,Мужской,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.148,Скорость
3139,CSK 62418,CAJ 6931-3,Футболки,CSK 62418 (231) Футболка для мальчика,CSK 62418 (231) Футболка для мальчика Салатовый (116)-60,Салатовый,(116)-60,1,180,Мужской,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.074,Скорость
3140,CK 7T117,CAJ 6931-4,Шорты,CK 7T117 (223) Шорты для девочки,CK 7T117 (223) Шорты для девочки Красный (116)-60,Красный,(116)-60,1,245,Женский,"поплин, 100% хлопок",,,Cherubino,0.073,Cherry Girl
3141,CSK 62461,CAJ 6931-5,Платья,CSK 62461 (222) Платье для девочки,CSK 62461 (222) Платье для девочки Бирюзовый (098)-56,Бирюзовый,(098)-56,11,265,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,1.199,Tropical Mood
3142,CSK 62461,CAJ 6931-6,Платья,CSK 62461 (222) Платье для девочки,CSK 62461 (222) Платье для девочки Фуксия (122)-64,Фуксия,(122)-64,19,265,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,2.071,Tropical Mood
3143,CSJ 62363,CAJ 6931-7,Футболки,CSJ 62363 (237) Футболка для мальчика,CSJ 62363 (237) Футболка для мальчика Оливковый (128)-64,Оливковый,(128)-64,2,231,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.226,Stay Wild
3144,CK 7T121,CAJ 6931-8,Шорты,CK 7T121 (231) Шорты для мальчика,CK 7T121 (231) Шорты для мальчика Красный (116)-60,Красный,(116)-60,1,343,Мужской,"поплин, 100% хлопок",,,Cherubino,0.113,Скорость
3145,CK 7T121,CAJ 6931-9,Шорты,CK 7T121 (231) Шорты для мальчика,CK 7T121 (231) Шорты для мальчика Т.синий (134)-68,Т.синий,(134)-68,3,343,Мужской,"поплин, 100% хлопок",,,Cherubino,0.339,Скорость
3146,CSK 7878,CAJ 6931-10,Шорты,CSK 7878 (231) Шорты для мальчика,CSK 7878 (231) Шорты для мальчика Зеленый (116)-60,Зеленый,(116)-60,2,295,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.254,Скорость
3147,CAJ 62443 ,CAJ 6931-11,Водолазки,CAJ 62443 Джемпер для мальчика,CAJ 62443 Джемпер для мальчика Василек (110)-60,Василек,(110)-60,8,235,Мужской,"рибана, 95% хлопок, 5% эластан",,,Cherubino,1.104,Школьная коллекция
3148,CAJ 9856 ,CAJ 6931-12,Комплекты,"CAJ 9856 Комплект для мальчика (футболка, шорты)","CAJ 9856 Комплект для мальчика (футболка, шорты) Желтый-Т.синий (116)-60",Желтый-Т.синий,(116)-60,11,356,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,1.815,Спортивная коллекция
3149,CAJ 9856 ,CAJ 6931-13,Комплекты,"CAJ 9856 Комплект для мальчика (футболка, шорты)","CAJ 9856 Комплект для мальчика (футболка, шорты) Желтый-Т.синий (122)-64",Желтый-Т.синий,(122)-64,11,356,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,1.815,Спортивная коллекция
