,Артикул,Артикул-1,Краткое наименование,Наименование,Полное наименование,Цвет,Размер,Кол-во,Цена,Пол,Материал,Состав,Страна производства,Бренд,Вес брутто,Коллекция
4707,CWK 7906,CAK 2235 -13,Брюки,CWK 7906 (240) Брюки для девочки,CWK 7906 (240) Брюки для девочки Розовый (110)-60,Розовый,(110)-60,33,343,Женский,"футер с начесом, 100% хлопок",,,Cherubino,5.247,Let’s Go Wild
4708,CWB 62523,CAK 2235 -14,Платья,CWB 62523 (248) Платье ясельное,CWB 62523 (248) Платье ясельное Экрю (074)-48,Экрю,(074)-48,3,493,Женский,"интерлок, 100% хлопок, сетка, 100% п/э",,,Cherubino,0.348,Unicorn Magic
4709,CWB 62523,CAK 2235 -15,Платья,CWB 62523 (248) Платье ясельное,CWB 62523 (248) Платье ясельное Экрю (080)-52,Экрю,(080)-52,7,493,Женский,"интерлок, 100% хлопок, сетка, 100% п/э",,,Cherubino,0.812,Unicorn Magic
4710,CH 8201,CAK 2235 -16,Головные уборы,CH 8201 (248) Шапка детская,CH 8201 (248) Шапка детская Экрю 46,Экрю,46,29,96,Женский,"рибана, 95% хлопок, 5% эластан",,,Cherubino,0.638,Unicorn Magic
4711,CWJ 62561,CAK 3328-1,Лонгсливы,CWJ 62561 (254) Джемпер для девочки,CWJ 62561 (254) Джемпер для девочки Бордовый (134)-68,Бордовый,(134)-68,10,315,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.5,Осень - зима
4712,CWB 4189,CAK 3328-2,Боди,CWB 4189 (249) Боди ясельное,CWB 4189 (249) Боди ясельное Бежевый-Розовый (068)-44,Бежевый-Розовый,(068)-44,18,225,Женский,"рибана, 100% хлопок",,,Cherubino,1.134,Милашки-Кругляшки
4713,CWK 62464,CAK 3328-3,Свитшоты,CWK 62464 (240) Джемпер для девочки,CWK 62464 (240) Джемпер для девочки Бежевый меланж (104)-56,Бежевый меланж,(104)-56,28,319,Женский,"футер с начесом, 100% хлопок",,,Cherubino,4.06,Let’s Go Wild
4714,CWK 62464,CAK 3328-4,Свитшоты,CWK 62464 (240) Джемпер для девочки,CWK 62464 (240) Джемпер для девочки Бежевый меланж (110)-60,Бежевый меланж,(110)-60,28,319,Женский,"футер с начесом, 100% хлопок",,,Cherubino,4.06,Let’s Go Wild
4715,CWK 62464,CAK 3328-5,Свитшоты,CWK 62464 (240) Джемпер для девочки,CWK 62464 (240) Джемпер для девочки Бежевый меланж (122)-64,Бежевый меланж,(122)-64,28,319,Женский,"футер с начесом, 100% хлопок",,,Cherubino,4.06,Let’s Go Wild
4716,CWK 62464,CAK 3328-6,Свитшоты,CWK 62464 (240) Джемпер для девочки,CWK 62464 (240) Джемпер для девочки Розовый (116)-60,Розовый,(116)-60,1,319,Женский,"футер с начесом, 100% хлопок",,,Cherubino,0.145,Let’s Go Wild
4717,CAK 3514 ,CAK 3328-7,Комплекты белья,"CAK 3514 Комплект для девочки (майка, трусы)","CAK 3514 Комплект для девочки (майка, трусы) Персиковый (110-116)-60",Персиковый,(110-116)-60,10,189,Женский,"рибана, 100% хлопок",,,Cherubino,0.81,
4718,CAK 62596 ,CAK 3328-8,Платья,CAK 62596 Платье для девочки,CAK 62596 Платье для девочки Розовый (110)-60,Розовый,(110)-60,12,302,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,1.26,Детский сад
4719,CAK 62596 ,CH 8140-1,Платья,CAK 62596 Платье для девочки,CAK 62596 Платье для девочки Фуксия (092)-52,Фуксия,(092)-52,1,302,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.105,Детский сад
4720,CWK 62509,CH 8140-2,Платья,"CWK 62509 (243) Платье модель ""туника"" для девочки","CWK 62509 (243) Платье модель ""туника"" для девочки Т.синий (110)-60",Т.синий,(110)-60,1,378,Женский,"футер петля, 100% хлопок",,,Cherubino,0.159,Cosmic Elegance
4721,CWK 62503,CH 8140-3,Футболки,CWK 62503-1 (242) Футболка для девочки,CWK 62503-1 (242) Футболка для девочки Серый меланж (110)-60,Серый меланж,(110)-60,27,212,Женский,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,2.376,Super Girl
4722,CWJ 7951,CN 6T062-1,Легинсы,"CWJ 7951 (253) Брюки модель ""леггинсы"" для девочки","CWJ 7951 (253) Брюки модель ""леггинсы"" для девочки Морская волна (140)-72",Морская волна,(140)-72,15,296,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,2.145,G-Sport
4723,CAK 9875 ,CN 6T062-2,Комплекты,"CAK 9875 Комплект для девочки (футболка, бриджи)","CAK 9875 Комплект для девочки (футболка, бриджи) Розовый-Лиловый (122)-64",Розовый-Лиловый,(122)-64,16,348,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,2.048,Детский сад
4724,CAK 9877 ,CWB 61986-1,Комплекты,"CAK 9877 Комплект для девочки (футболка, бриджи)","CAK 9877 Комплект для девочки (футболка, бриджи) Св.розовый-Лиловый (098)-56",Св.розовый-Лиловый,(098)-56,8,361,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,1.248,Детский сад
4725,CAK 62587 ,CWB 61986-2,Футболки,CAK 62587 Футболка для девочки,CAK 62587 Футболка для девочки Фуксия (104)-56,Фуксия,(104)-56,4,220,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.28,Детский сад
4726,CAK 62587 ,CWB 61986-3,Футболки,CAK 62587 Футболка для девочки,CAK 62587 Футболка для девочки Фуксия (116)-60,Фуксия,(116)-60,3,220,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.21,Детский сад
4727,CAK 62588,CWB 61986-4,Футболки,CAK 62588 Футболка для девочки,CAK 62588 Футболка для девочки Голубой (116)-60,Голубой,(116)-60,10,241,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.73,Детский сад
4728,CAK 62588,CWB 61986-5,Футболки,CAK 62588 Футболка для девочки,CAK 62588 Футболка для девочки Розовый (092)-52,Розовый,(092)-52,1,241,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.073,Детский сад
4729,CAK 7964 ,CWB 61986-6,Бриджи,CAK 7964 Бриджи для девочки,CAK 7964 Бриджи для девочки Лиловый (122)-64,Лиловый,(122)-64,51,168,Женский,"Кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,3.621,Детский сад
4730,CAK 7965 ,CWK 62003 -1,Бриджи,CAK 7965 Бриджи для девочки,CAK 7965 Бриджи для девочки Т.синий (104)-56,Т.синий,(104)-56,28,188,Женский,"Кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,2.016,Детский сад
4731,CWK 7927,CWK 62003 -2,Брюки,CWK 7927 (243) Брюки для девочки,CWK 7927 (243) Брюки для девочки Лиловый (098)-56,Лиловый,(098)-56,26,309,Женский,"Футер петля, 100% хлопок",,,Cherubino,3.64,Cosmic Elegance
4732,CAK 62590 ,CWK 62003 -3,Платья,CAK 62590 Платье для девочки,CAK 62590 Платье для девочки Голубой (098)-56,Голубой,(098)-56,42,349,Женский,"Кулирная гладь, 100% хлопок",,,Cherubino,4.746,Детский сад
4733,CAK 62586 ,CWK 62003 -4,Футболки,CAK 62586 Футболка для девочки,CAK 62586 Футболка для девочки Св.розовый (092)-52,Св.розовый,(092)-52,13,235,Женский,"Кулирная гладь, 100% хлопок",,,Cherubino,0.884,Детский сад
4734,CAKG 62712 ,CWK 62003 -5,Футболки,CAKG 62712 Футболка для девочки,CAKG 62712 Футболка для девочки Св.розовый (122)-64,Св.розовый,(122)-64,2,412,Женский,"Кулирная гладь, 92% хлопок, 8% эластан; Сетка, 100% полиэстер",,,Cherubino,0.198,Нарядная коллекция
4735,CWK 62472,CWK 62003 -6,Футболки,CWK 62472 (241) Футболка для девочки,CWK 62472 (241) Футболка для девочки Голубой (098)-56,Голубой,(098)-56,31,204,Женский,"Кулирная гладь, 97% хлопок, 3% полиэстер",,,Cherubino,1.922,Друзья Снежной Королевы
4736,CWK 62472,CWK 62003 -7,Футболки,CWK 62472 (241) Футболка для девочки,CWK 62472 (241) Футболка для девочки Экрю (116)-60,Экрю,(116)-60,30,204,Женский,"Кулирная гладь, 97% хлопок, 3% полиэстер",,,Cherubino,1.86,Друзья Снежной Королевы
4737,CH 8150,CWK 62003 -8,Снуды,CH 8150 Снуд для мальчика,CH 8150 Снуд для мальчика Голубой 25*26,Голубой,25*26,29,104,Мужской,"Кашкорсе, 95% хлопок, 5% эластан",,,Cherubino,2.146,Весна
4738,CAJ 3384 ,CWK 62288-1,Комплекты белья,"CAJ 3384 Комплект для мальчика (майка, трусы-боксеры)","CAJ 3384 Комплект для мальчика (майка, трусы-боксеры) Голубой (140)-72",Голубой,(140)-72,152,200,Мужской,"Рибана, 100% хлопок",,,Cherubino,19.456,
4739,CAJ 3384 ,CWK 62288-2,Комплекты белья,"CAJ 3384 Комплект для мальчика (майка, трусы-боксеры)","CAJ 3384 Комплект для мальчика (майка, трусы-боксеры) Синий (140)-72",Синий,(140)-72,19,200,Мужской,"Рибана, 100% хлопок",,,Cherubino,2.432,
4740,CAJ 4151,CWK 62288-3,Купальники,CAJ 4151 Купальник гимнастический,CAJ 4151 Купальник гимнастический Белый (158)-80,Белый,(158)-80,41,316,Женский,"Кулирная гладь, 92% хлопок, 8% эластан; сетка, 100% п/э",,,Cherubino,5.699,Спортивная коллекция
4741,CAJ 61161,CWK 62288-4,Футболки,CAJ 61161 Футболка для девочки,CAJ 61161 Футболка для девочки Белый (152)-80,Белый,(152)-80,171,201,Женский,"Кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,28.899,Спортивная коллекция
4742,CAJ 61373 ,CWK 62288-5,Футболки,CAJ 61373 Рубашка-поло для мальчика,CAJ 61373 Рубашка-поло для мальчика Т.синий (164)-84,Т.синий,(164)-84,2,470,Мужской,"Кулирная гладь повышенной плотности, 100% хлопок",,,Cherubino,0.28,Школьная коллекция
4743,CAJ 61373 ,CWK 62288-6,Футболки,CAJ 61373 Рубашка-поло для мальчика,CAJ 61373 Рубашка-поло для мальчика Т.синий (140)-72,Т.синий,(140)-72,14,470,Мужской,"Кулирная гладь повышенной плотности, 100% хлопок",,,Cherubino,1.96,Школьная коллекция
4744,CAJ 61632 ,CWN 61956-1,Водолазки,CAJ 61632 Водолазка для девочки,CAJ 61632 Водолазка для девочки Св.бирюзовый (128)-64,Св.бирюзовый,(128)-64,5,198,Женский,"Кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,,Школьная коллекция
4745,CAJ 61632 ,CWN 61956-2,Водолазки,CAJ 61632 Водолазка для девочки,CAJ 61632 Водолазка для девочки Св.розовый (152)-80,Св.розовый,(152)-80,10,198,Женский,"Кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,,Школьная коллекция
4746,CAJ 61922 ,CWN 61956-3,Лонгсливы,CAJ 61922 Джемпер для девочки,CAJ 61922 Джемпер для девочки Голубой (146)-76,Голубой,(146)-76,13,269,Женский,"Кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.508,Осень - зима
4747,CAJ 61922 ,CWN 61956-4,Лонгсливы,CAJ 61922 Джемпер для девочки,CAJ 61922 Джемпер для девочки Св.бирюзовый (134)-68,Св.бирюзовый,(134)-68,8,269,Женский,"Кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.928,Осень - зима
4748,CAJ 62149,CWN 61956-5,Водолазки,CAJ 62149 Водолазка для девочки,CAJ 62149 Водолазка для девочки Белый (134)-68,Белый,(134)-68,10,196,Женский,"Кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.12,Школьная коллекция
4749,CAJ 6931,CWN 61956-6,Футболки,CAJ 6931 Футболка для мальчика,CAJ 6931 Футболка для мальчика Красный (158)-80,Красный,(158)-80,21,189,Мужской,"Кулирная гладь, 100% хлопок",,,Cherubino,2.394,Спортивная коллекция
4750,CAJ 7510,CWN 61956-7,Брюки,CAJ 7510 Брюки для девочки,CAJ 7510 Брюки для девочки Т.синий (152)-80,Т.синий,(152)-80,4,391,Женский,"Кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.548,Спортивная коллекция
4751,CAJ 7510,CWN 61957-1,Брюки,CAJ 7510 Брюки для девочки,CAJ 7510 Брюки для девочки Т.синий (158)-80,Т.синий,(158)-80,8,391,Женский,"Кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.096,Спортивная коллекция
4752,CAJ 7707 ,CWN 61957-2,Брюки,CAJ 7707 Брюки для девочки,CAJ 7707 Брюки для девочки Черный (152)-80,Черный,(152)-80,6,345,Женский,"Кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.854,Спортивная коллекция
4753,CAK 3328,CAB 3395 -1,Комплекты белья,CAK 3328 Комплект для девочки (майка-трусы),CAK 3328 Комплект для девочки (майка-трусы) Св.бирюзовый (110-116)-60,Св.бирюзовый,(110-116)-60,31,163,Женский,"Рибана, 100% хлопок",,,Cherubino,2.511,
4754,CAK 4119,CAB 3395 -2,Купальники,CAK 4119 Купальник гимнастический,CAK 4119 Купальник гимнастический Белый (122)-64,Белый,(122)-64,293,160,Женский,"Кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,,Спортивная коллекция
4755,CAK 61927,CAB 3395 -3,Рубашки,CAK 61927-1 Рубашка-поло для мальчика,CAK 61927-1 Рубашка-поло для мальчика Т.синий меланж (116)-60,Т.синий меланж,(116)-60,4,416,Мужской,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,0.492,
4756,CAK 7714 ,CAB 3395 -4,Юбки,CAK 7714 Юбка для девочки,CAK 7714 Юбка для девочки Т.синий (104)-56,Т.синий,(104)-56,34,510,Женский,"Сетка гофрированная с люрексом, 100% п/э; Подкладка - 95% п/э, 5% эластан",,,Cherubino,3.366,Нарядная коллекция
4757,CAN 9784 ,CAB 3395 -5,Комбинезоны,CAN 9784 Комбинезон ясельный,CAN 9784 Комбинезон ясельный Бирюзовый (062)-40,Бирюзовый,(062)-40,45,289,Женский,"Интерлок, 100% хлопок",,,Cherubino,5.805,
4758,CJ 7T060 ,CAJ 61380 -1,Брюки,CJ 7T060 Брюки для мальчика,CJ 7T060 Брюки для мальчика Бежевый (152)-80,Бежевый,(152)-80,3,447,Мужской,"Текстиль, 100% хлопок",,,Cherubino,0.636,Лето
4759,CJ 7T060 ,CAJ 62074 -1,Брюки,CJ 7T060 Брюки для мальчика,CJ 7T060 Брюки для мальчика Бежевый (158)-80,Бежевый,(158)-80,4,447,Мужской,"Текстиль, 100% хлопок",,,Cherubino,0.848,Лето
4760,CJ 7T104,CAJ 62074 -2,Брюки,CJ 7T104 (204) Брюки для мальчика,CJ 7T104 (204) Брюки для мальчика Морская волна (164)-84,Морская волна,(164)-84,1,588,Мужской,"Текстиль (поплин), 100% хлопок",,,Cherubino,0.182,Urban
4761,CWK 62246,CAJ 62074 -3,Платья,CWK 62246 (208) Платье для девочки,CWK 62246 (208) Платье для девочки Розовый (110)-60,Розовый,(110)-60,3,347,Женский,"Кулирная гладь, 100% хлопок",,,Cherubino,0.474,Маскарад
4762,CWN 9763,CAJ 62074 -4,Комбинезоны,CWN 9763 (185) Комбинезон ясельный,CWN 9763 (185) Комбинезон ясельный Оранжевый (062)-40,Оранжевый,(062)-40,11,343,Мужской,"Футер с начесом, 100% хлопок",,,Cherubino,1.617,Мишка
4763,CAB 2275,CAJ 62074 -5,Майки бельевые,CAB 2275 Майка ясельная,CAB 2275 Майка ясельная Ментоловый (086)-52,Ментоловый,(086)-52,12,105,Женский,"Рибана, 100% хлопок",,,Cherubino,0.528,
4764,CAB 2275,CAJ 62074 -6,Майки бельевые,CAB 2275 Майка ясельная,CAB 2275 Майка ясельная Розовый (074)-48,Розовый,(074)-48,1,105,Женский,"Рибана, 100% хлопок",,,Cherubino,0.044,
4765,CAB 2275,CAJ 62074 -7,Майки бельевые,CAB 2275 Майка ясельная,CAB 2275 Майка ясельная Экрю (062)-40,Экрю,(062)-40,21,105,Женский,"Рибана, 100% хлопок",,,Cherubino,0.924,
4766,CAB 2276,CAJ 62074 -8,Майки бельевые,CAB 2276 Майка ясельная,CAB 2276 Майка ясельная Белый (068)-44,Белый,(068)-44,25,100,Мужской,"Рибана, 100% хлопок",,,Cherubino,1.075,
4767,CAB 2284,CAJ 62074 -9,Майки бельевые,CAB 2284 Майка ясельная,CAB 2284 Майка ясельная Голубой (074)-48,Голубой,(074)-48,5,93,Женский,"Рибана, 100% хлопок",,,Cherubino,0.22,
4768,CAB 3426 ,CAJ 62081-1,Комплекты белья,"CAB 3426 Комплект ясельный (майка, трусы)","CAB 3426 Комплект ясельный (майка, трусы) Желтый (пчелки) (074)-48",Желтый (пчелки),(074)-48,13,155,Мужской,"Рибана, 100% хлопок",,,Cherubino,,
4769,CSK 9833,CAJ 62081-2,Комплекты,"CSK 9833 (224) Комплект для девочки (платье типа ""туника"", бриджи)","CSK 9833 (224) Комплект для девочки (платье типа ""туника"", бриджи) Бирюзовый (104)-56",Бирюзовый,(104)-56,1,322,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.136,Girl Power
4770,CSJ 62354,CAJ 62081-3,Футболки,CSJ 62354 (236) Футболка для мальчика,CSJ 62354 (236) Футболка для мальчика Синий (128)-64,Синий,(128)-64,2,224,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.22,Muzic Party
4771,CSJ 7852,CAJ 62081-4,Брюки,CSJ 7852 (236) Брюки для мальчика,CSJ 7852 (236) Брюки для мальчика Черный (128)-64,Черный,(128)-64,4,494,Мужской,"футер петля, 100% хлопок",,,Cherubino,1.092,Muzic Party
4772,CSK 62328,CAJ 62081-5,Лонгсливы,CSK 62328-1 (227) Джемпер для мальчика,CSK 62328-1 (227) Джемпер для мальчика Серый меланж (128)-64,Серый меланж,(128)-64,5,302,Мужской,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,0.635,Jurassic mania
4773,CSK 62339,CAJ 62081-6,Лонгсливы,CSK 62339 (228) Джемпер для мальчика,CSK 62339 (228) Джемпер для мальчика Серый меланж (116)-60,Серый меланж,(116)-60,1,220,Мужской,"кулирная гладь повышенной плотности, 80% хлопок, 20% п/э",,,Cherubino,0.118,Sport Spirit
4774,CSK 62340,CAJ 62081-7,Лонгсливы,CSK 62340 (228) Джемпер для мальчика,CSK 62340 (228) Джемпер для мальчика Синий (134)-68,Синий,(134)-68,1,250,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.098,Sport Spirit
4775,CSK 62371,CAJ 62081-8,Толстовки,CSK 62371 (224) Куртка для девочки,CSK 62371 (224) Куртка для девочки Морская волна (134)-68,Морская волна,(134)-68,3,673,Женский,"футер петля, 75% хлопок, 25% п/э",,,Cherubino,0.645,Girl Power
4776,CSK 62373,CAJ 62162 -1,Лонгсливы,CSK 62373 (224) Джемпер для девочки,CSK 62373 (224) Джемпер для девочки Морская волна (122)-64,Морская волна,(122)-64,8,242,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.928,Girl Power
4777,CSK 62374,CAJ 62162 -2,Платья,CSK 62374 (224) Платье для девочки,CSK 62374 (224) Платье для девочки Арбузный (134)-68,Арбузный,(134)-68,1,447,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.145,Girl Power
4778,CH 8193,CAJ 62162 -3,Головные уборы,"CH 8193 (224) Комплект для девочки (шапка, снуд)","CH 8193 (224) Комплект для девочки (шапка, снуд) Арбузный 52-54 (s)",Арбузный,52-54 (s),4,282,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.44,Girl Power
4779,CAK 3503,CAJ 62162 -4,Комплекты белья,"CAK 3503 Комплект для девочки (майка, трусы)","CAK 3503 Комплект для девочки (майка, трусы) Белый (122-128)-64",Белый,(122-128)-64,2,177,Женский,"рибана, 100% хлопок",,,Cherubino,0.152,
4780,CAK 3504,CAJ 62162 -5,Комплекты белья,"CAK 3504 Комплект для девочки (майка, трусы)","CAK 3504 Комплект для девочки (майка, трусы) Св.желтый (092)-52",Св.желтый,(092)-52,4,180,Женский,"рибана, 100% хлопок",,,Cherubino,0.324,
4781,CSJ 62410,CAJ 62162 -6,Платья,"CSJ 62410 (233) Платье типа ""туника"" для девочки","CSJ 62410 (233) Платье типа ""туника"" для девочки Желтый (146)-76",Желтый,(146)-76,1,236,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.099,Sea World
4782,СK 6T111,CAJ 62162 -7,Рубашки,СK 6T111 (231) Рубашка для мальчика,СK 6T111 (231) Рубашка для мальчика Оранжевый (092)-52,Оранжевый,(092)-52,2,383,Мужской,"сорочечная, 100% хлопок",,,Cherubino,0.162,Скорость
4783,CSJ 7876,CAJ 62162 -8,Бриджи,CSJ 7876 (233) Бриджи для девочки,CSJ 7876 (233) Бриджи для девочки Красный (164)-84,Красный,(164)-84,1,195,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.11,Sea World
4784,CSK 7850,CAJ 62162 -9,Бриджи,CSK 7850 (222) Бриджи для девочки,CSK 7850 (222) Бриджи для девочки Лиловый (116)-60,Лиловый,(116)-60,4,152,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.304,Tropical Mood
4785,CSK 7881,CAJ 62162 -10,Бриджи,CSK 7881 (225) Бриджи для девочки,CSK 7881 (225) Бриджи для девочки Морская волна (098)-56,Морская волна,(098)-56,6,157,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.42,Bohemian Life
4786,CSK 9832,CAJ 62162 -11,Комплекты,"CSK 9832 (223) Комплект для девочки (платье типа ""туника"", бриджи)","CSK 9832 (223) Комплект для девочки (платье типа ""туника"", бриджи) Красный (128)-64",Красный,(128)-64,4,365,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.564,Cherry Girl
4787,CSK 5413,CAJ 62162 -12,Пижамы,"CSK 5413 Комплект для мальчика (футболка, брюки)","CSK 5413 Комплект для мальчика (футболка, брюки) Оранжевый (104)-56",Оранжевый,(104)-56,2,316,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.32,
4788,CSK 9844,CAJ 62162 -13,Комплекты,"CSK 9844 (231) Комплект для мальчика (футболка, шорты)","CSK 9844 (231) Комплект для мальчика (футболка, шорты) Зеленый (128)-64",Зеленый,(128)-64,1,405,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.172,Скорость
4789,CSK 5414,CAJ 62162 -14,Пижамы,"CSK 5414 Комплект для мальчика (футболка, брюки)","CSK 5414 Комплект для мальчика (футболка, брюки) Т.синий (122)-64",Т.синий,(122)-64,2,340,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.322,
4790,CSJ 62409,CAJ 62171 -1,Футболки,CSJ 62409 (233) Футболка для девочки,CSJ 62409 (233) Футболка для девочки Белый (146)-76,Белый,(146)-76,1,259,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.094,Sea World
4791,CSJ 62409,CAJ 62171 -2,Футболки,CSJ 62409 (233) Футболка для девочки,CSJ 62409 (233) Футболка для девочки Красный (146)-76,Красный,(146)-76,3,259,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.282,Sea World
4792,CSJ 62390,CAJ 62221 -1,Майки,CSJ 62390 (238) Майка для мальчика,CSJ 62390 (238) Майка для мальчика Синий (128)-64,Синий,(128)-64,2,230,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.2,Sea Adventure
4793,CSK 62431,CAJ 62221 -2,Футболки,CSK 62431 (226) Футболка для девочки,CSK 62431 (226) Футболка для девочки Лаванда (116)-60,Лаванда,(116)-60,2,222,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.164,Magic Butterflies
4794,CSK 62431,CAK 2331-1,Футболки,CSK 62431 (226) Футболка для девочки,CSK 62431 (226) Футболка для девочки Лаванда (110)-60,Лаванда,(110)-60,3,222,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.246,Magic Butterflies
4795,CSJ 62388,CAK 2331-2,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Желтый (140)-72,Желтый,(140)-72,2,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.216,Sea Adventure
4796,CSK 62368,CAK 2331-3,Футболки,CSK 62368 (223) Футболка для девочки,CSK 62368 (223) Футболка для девочки Белый-Т.синий (104)-56,Белый-Т.синий,(104)-56,3,216,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.21,Cherry Girl
4797,CSJ 62411,CAK 2331-4,Платья,"CSJ 62411 (233) Платье типа ""туника"" для девочки","CSJ 62411 (233) Платье типа ""туника"" для девочки Желтый-Белый (140)-72",Желтый-Белый,(140)-72,2,367,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.254,Sea World
4798,CSK 62370,CAK 2331-5,Футболки,CSK 62370 (223) Футболка для девочки,CSK 62370 (223) Футболка для девочки Т.синий (104)-56,Т.синий,(104)-56,3,184,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.216,Cherry Girl
4799,CSK 62417,CAK 2341 -1,Футболки,CSK 62417 (231) Футболка для мальчика,CSK 62417 (231) Футболка для мальчика Зеленый (128)-64,Зеленый,(128)-64,3,241,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.255,Скорость
4800,CSK 62461,CAK 2341 -2,Платья,CSK 62461 (222) Платье для девочки,CSK 62461 (222) Платье для девочки Фуксия (110)-60,Фуксия,(110)-60,1,265,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.109,Tropical Mood
4801,CSJ 62406,CAK 2341 -3,Футболки,CSJ 62406 (233) Футболка для девочки,CSJ 62406 (233) Футболка для девочки Т.синий-Белый (134)-68,Т.синий-Белый,(134)-68,2,311,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.224,Sea World
4802,CSK 62415,CAK 2341 -4,Футболки,CSK 62415 (231) Футболка для мальчика,CSK 62415 (231) Футболка для мальчика Т.синий (110)-60,Т.синий,(110)-60,2,181,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.164,Скорость
4803,CSK 7878,CAK 2341 -5,Шорты,CSK 7878 (231) Шорты для мальчика,CSK 7878 (231) Шорты для мальчика Синий (128)-64,Синий,(128)-64,3,338,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.381,Скорость
4804,CSK 62399,CAK 9876 -1,Футболки,CSK 62399 (230) Футболка для мальчика,CSK 62399 (230) Футболка для мальчика Желтый-Белый (128)-64,Желтый-Белый,(128)-64,2,258,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.158,Surf up
4805,CAK 4181,CAK 9876 -2,Купальники,CAK 4181 Купальник гимнастический,CAK 4181 Купальник гимнастический Черный (110)-60,Черный,(110)-60,149,174,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,10.579,Спортивная коллекция
4806,CAJ 6931,CAK 9878 -1,Футболки,CAJ 6931-1 Футболка детская,CAJ 6931-1 Футболка детская Серый меланж (146)-76,Серый меланж,(146)-76,58,189,Мужской,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,6.496,Спортивная коллекция
4807,CAJ 7588,CAK 9878 -2,Шорты,CAJ 7588-1 Шорты для мальчика,CAJ 7588-1 Шорты для мальчика Серый меланж (146)-76,Серый меланж,(146)-76,48,245,Мужской,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,6.624,Спортивная коллекция
4808,CAJ 62447,CAK 9878 -3,Блузки,CAJ 62447 Джемпер для девочки,CAJ 62447 Джемпер для девочки Белый (152)-80,Белый,(152)-80,2,282,Женский,"кулирная гладь, 92% хлопок, 8% элатсан; сетка, 90% нейлон, 10% эластан",,,Cherubino,0.264,Школьная коллекция
