,Артикул,Артикул WB,Наименование,Полное наименование,Цвет,Размер,Кол-во,Пол,Материал
5270,CAK 5383,CAK5383/,CAK 5383 Пижама для девочки,CAK 5383 Пижама для девочки Сиреневый (116)-60,Сиреневый,(116)-60,2,Женский,"Футер с начесом, 100% хлопок"
5271,CAK 61146,CAK61146/,CAK 61146 Водолазка для девочки,CAK 61146 Водолазка для девочки Белый (122)-64,Белый,(122)-64,127,Женский,"Интерлок, 100% хлопок"
5272,CAK 61146,CAK61146/,CAK 61146 Водолазка для девочки,CAK 61146 Водолазка для девочки Св.розовый (098)-56,Св.розовый,(098)-56,61,Женский,"Интерлок, 100% хлопок"
5273,CAK 61919 ,CAK61919/,CAK 61919 Джемпер для девочки,CAK 61919 Джемпер для девочки Т.синий (116)-60,Т.синий,(116)-60,6,Женский,"Кулирная гладь, 100% хлопок"
5274,CAK 61944 ,CAK61944/,CAK 61944 Платье для девочки,CAK 61944 Платье для девочки Вишневый (104)-56,Вишневый,(104)-56,6,Женский,"Подкладка - 95% п/э, 5% эластан; Сетка гофрированная с люрексом, 100% п/э"
5275,CAK 61945,CAK61945/,CAK 61945 Платье для девочки,CAK 61945 Платье для девочки Зеленый-Черный (110)-60,Зеленый-Черный,(110)-60,27,Женский,"Кулирная гладь, 100% хлопок, 90% нейлон, 10% эластан"
5276,CAK 62070 ,CAK62070/,CAK 62070 Джемпер для девочки,CAK 62070 Джемпер для девочки Фуксия (116)-60,Фуксия,(116)-60,7,Женский,"Интерлок, 100% хлопок"
5277,CAK 62137,CAK62137/,CAK 62137 Джемпер для девочки,CAK 62137 Джемпер для девочки Серый меланж (092)-52,Серый меланж,(092)-52,1,Женский,"Кулирная гладь, 100% хлопок"
5278,CAK 62139,CAK62139/,"CAK 62139 Платье типа ""туника"" для девочки","CAK 62139 Платье типа ""туника"" для девочки Розовый (098)-56",Розовый,(098)-56,1,Женский,"Кулирная гладь, 100% хлопок"
5279,CAK 62166 ,CAK62166/,CAK 62166 Джемпер для мальчика,CAK 62166 Джемпер для мальчика Т.серый меланж (092)-52,Т.серый меланж,(092)-52,7,Мужской,"Кулирная гладь, 80% хлопок, 20% п/э"
5280,CAN 61505 ,CAN61505/,CAN 61505 Кофточка ясельная,CAN 61505 Кофточка ясельная Розовый (слоники) (062)-40,Розовый (слоники),(062)-40,24,Унисекс,"Кулирная гладь, 100% хлопок"
5281,CAN 61505 ,CAN61505/,CAN 61505 Кофточка ясельная,CAN 61505 Кофточка ясельная Голубой (слоники) (080)-52,Голубой (слоники),(080)-52,6,Унисекс,"Кулирная гладь, 100% хлопок"
5282,CAN 61506 ,CAN61506/,CAN 61506 Кофточка ясельная,CAN 61506 Кофточка ясельная Желтый (звездочки) (080)-52,Желтый (звездочки),(080)-52,6,Мужской,"Кулирная гладь, 100% хлопок"
5283,CAN 8110 ,CAN8110/,CAN 8110 Чепчик ясельный,CAN 8110 Чепчик ясельный Салатовый (зверята) (056)-40-42,Салатовый (зверята),(056)-40-42,26,Мужской,Кулирная гладь 100% хлопок
5284,CSB 61840,CSB61840/,CSB 61840 Футболка для мальчика,CSB 61840 Футболка для мальчика Синий (080)-52,Синий,(080)-52,8,Мужской,"Кулирная гладь, 100% хлопок"
5285,CSK 61622 (154) ,CSK61622(154)/,CSK 61622 (154) Футболка для девочки,CSK 61622 (154) Футболка для девочки Белый (110)-60,Белый,(110)-60,9,Женский,"Кулирная гладь, 100% хлопок"
5286,CSK 62102 ,CSK62102/,"CSK 62102 Платье типа ""туника"" для девочки","CSK 62102 Платье типа ""туника"" для девочки Розовый (122)-64",Розовый,(122)-64,1,Женский,"Кулирная гладь, 100% хлопок"
5287,CSN 61795 (170),CSN61795(170)/,CSN 61795 (170) Футболка ясельная,CSN 61795 (170) Футболка ясельная Желтый (062)-40,Желтый,(062)-40,39,Женский,"Интерлок, 100% хлопок"
5288,CSN 61808 (173) ,CSN61808(173)/,CSN 61808 (173) Футболка ясельная,CSN 61808 (173) Футболка ясельная Красный (062)-40,Красный,(062)-40,14,Мужской,"Кулирная гладь, 100% хлопок"
5289,CWB 4168 (206) ,CWB4168(206)/,CWB 4168 (206) Боди ясельное,CWB 4168 (206) Боди ясельное Салатовый (056)-36,Салатовый,(056)-36,1,Женский,"Рибана, 100% хлопок"
5290,CWJ 3158 ,CWJ3158/,"CWJ 3158 Комплект для мальчика (фуфайка, кальсоны)","CWJ 3158 Комплект для мальчика (фуфайка, кальсоны) Т.синий (134)-68",Т.синий,(134)-68,73,Мужской,"Рибана, 100% хлопок"
5291,CWJ 3158 ,CWJ3158/,"CWJ 3158 Комплект для мальчика (фуфайка, кальсоны)","CWJ 3158 Комплект для мальчика (фуфайка, кальсоны) Черный (146)-76",Черный,(146)-76,27,Мужской,"Рибана, 100% хлопок"
5292,CWJ 62031 ,CWJ62031/,CWJ 62031 Куртка для мальчика,CWJ 62031 Куртка для мальчика Синий (буквы) (152)-80,Синий (буквы),(152)-80,2,Мужской,"Флис, 100% п/э"
5293,CWJ 62226,CWJ62226/,CWJ 62226 Водолазка для девочки,CWJ 62226 Водолазка для девочки Т.синий (140)-72,Т.синий,(140)-72,2,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
5294,CWJ 62226,CWJ62226/,CWJ 62226 Водолазка для девочки,CWJ 62226 Водолазка для девочки Фуксия (128)-64,Фуксия,(128)-64,4,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
5295,CWJ 62234 ,CWJ62234/,CWJ 62234 Джемпер для мальчика,CWJ 62234 Джемпер для мальчика Голубой (134)-68,Голубой,(134)-68,24,Мужской,"Кулирная гладь, 100% хлопок"
5296,CWJ 62235 ,CWJ62235/,CWJ 62235 Джемпер для мальчика,CWJ 62235 Джемпер для мальчика Серый меланж (146)-76,Серый меланж,(146)-76,3,Мужской,"Футер с начесом, 100% хлопок"
5297,CWJ 62241 (208) ,CWJ62241(208)/,CWJ 62241 (208) Куртка для девочки,CWJ 62241 (208) Куртка для девочки Фуксия (134)-68,Фуксия,(134)-68,5,Женский,"Футер с начесом, 100% хлопок"
5298,CWJ 62293 (212) ,CWJ62293(212)/,CWJ 62293 (212) Водолазка для мальчика,CWJ 62293 (212) Водолазка для мальчика Черный (128)-64,Черный,(128)-64,3,Мужской,"Футер с начесом, 100% хлопок"
5299,CWJ 7832 (210) ,CWJ7832(210)/,"CWJ 7832 (210) Брюки типа ""лосины"" для девочки","CWJ 7832 (210) Брюки типа ""лосины"" для девочки Черный (134)-68",Черный,(134)-68,15,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
5300,CWK 61998 (189),CWK61998(189)/,CWK 61998 (189) Джемпер для мальчика,CWK 61998 (189) Джемпер для мальчика Серый меланж (110)-60,Серый меланж,(110)-60,2,Мужской,"Интерлок, 100% хлопок"
5301,CWK 62040 ,CWK62040/,CWK 62040 Джемпер для девочки,CWK 62040 Джемпер для девочки Св.бирюзовый (116)-60,Св.бирюзовый,(116)-60,2,Женский,"Интерлок, 100% хлопок"
5302,CWK 62277 (213) ,CWK62277(213)/,CWK 62277 (213) Водолазка для мальчика,CWK 62277 (213) Водолазка для мальчика Т.синий (122)-64,Т.синий,(122)-64,3,Мужской,"Интерлок, 100% хлопок"
5303,CWK 62282 (213),CWK62282(213)/,CWK 62282 (213) Куртка для мальчика,CWK 62282 (213) Куртка для мальчика Зеленый (122)-64,Зеленый,(122)-64,2,Мужской,"Футер с начесом, 100% хлопок"
5304,CWK 62286 (215) ,CWK62286(215)/,CWK 62286 (215) Джемпер для мальчика,CWK 62286 (215) Джемпер для мальчика Морская волна (122)-64,Морская волна,(122)-64,23,Мужской,"Кулирная гладь, 100% хлопок"
5305,CWN 4155 (164) ,CWN4155(164)/,CWN 4155 (164) Боди ясельное,CWN 4155 (164) Боди ясельное Бирюзовый (056)-36,Бирюзовый,(056)-36,14,Женский,"Интерлок, 100% хлопок"
5306,CWN 4164 (185) ,CWN4164(185)/,CWN 4164 (185) Боди ясельное,CWN 4164 (185) Боди ясельное Голубой (056)-36,Голубой,(056)-36,13,Мужской,"Рибана, 100% хлопок"
5307,CWN 61417 (129),CWN61417(129)/,CWN 61417 (129) Кофточка ясельная,CWN 61417 (129) Кофточка ясельная Голубой (062)-40,Голубой,(062)-40,52,Мужской,"Интерлок, 100% хлопок"
5308,CWN 61724 (156) ,CWN61724(156)/,CWN 61724 (156) Рубашечка ясельная,CWN 61724 (156) Рубашечка ясельная Св.розовый (062)-40,Св.розовый,(062)-40,26,Женский,"Рибана, 100% хлопок"
5309,CWN 61724 (156) ,CWN61724(156)/,CWN 61724 (156) Рубашечка ясельная,CWN 61724 (156) Рубашечка ясельная Св.розовый (068)-44,Св.розовый,(068)-44,18,Женский,"Рибана, 100% хлопок"
5310,CAK 61146,CAK61146/,CAK 61146 Водолазка для девочки,CAK 61146 Водолазка для девочки Белый (104)-56,Белый,(104)-56,121,Женский,"Интерлок, 100% хлопок"
5311,CAK 61163,CAK61163/,CAK 61163 Водолазка для мальчика,CAK 61163 Водолазка для мальчика Синий (110)-60,Синий,(110)-60,74,Мужской,"Интерлок, 100% хлопок"
5312,CAK 61601,CAK61601/,CAK 61601 Джемпер для девочки,CAK 61601 Джемпер для девочки Коралловый (104)-56,Коралловый,(104)-56,103,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
5313,CAK 61782 ,CAK61782/,CAK 61782 Джемпер для девочки,CAK 61782 Джемпер для девочки Серый меланж (104)-56,Серый меланж,(104)-56,4,Женский,"Кулирная гладь, 100% хлопок"
5314,CAK 62066,CAK62066/,CAK 62066 Джемпер для девочки,CAK 62066 Джемпер для девочки Фуксия (110)-60,Фуксия,(110)-60,4,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
5315,CAK 62067 ,CAK62067/,CAK 62067 Джемпер для девочки,CAK 62067 Джемпер для девочки Желтый (098)-56,Желтый,(098)-56,1,Женский,"Кулирная гладь, 100% хлопок"
5316,CAK 62069 ,CAK62069/,CAK 62069 Джемпер для девочки,CAK 62069 Джемпер для девочки Бирюзовый (122)-64,Бирюзовый,(122)-64,3,Женский,"Интерлок, 100% хлопок"
5317,CAK 62075 ,CAK62075/,CAK 62075 Джемпер для мальчика,CAK 62075 Джемпер для мальчика Синий (110)-60,Синий,(110)-60,2,Мужской,"Кулирная гладь, 100% хлопок"
5318,CAK 62077 ,CAK62077/,CAK 62077 Джемпер для мальчика,CAK 62077 Джемпер для мальчика Т.синий (116)-60,Т.синий,(116)-60,2,Мужской,"Кулирная гладь повышенной плотности, 100% хлопок"
5319,CAK 7433,CAK7433/,CAK 7433 Шорты для мальчика,CAK 7433 Шорты для мальчика Т.синий (116)-60,Т.синий,(116)-60,48,Мужской,"Кулирная гладь, 100% хлопок"
5320,CAN 3433,CAN3433/,"CAN 3433 Комплект ясельный (майка, трусы)","CAN 3433 Комплект ясельный (майка, трусы) Голубой (062)-40",Голубой,(062)-40,8,Мужской,"Рибана, 100% хлопок"
5321,CAN 61506 ,CAN61506/,CAN 61506 Кофточка ясельная,CAN 61506 Кофточка ясельная Розовый (зайчики) (074)-48,Розовый (зайчики),(074)-48,3,Мужской,"Кулирная гладь, 100% хлопок"
5322,CAN 61545 (143) ,CAN61545(143)/,CAN 61545 (143) Кофточка ясельная,CAN 61545 (143) Кофточка ясельная Синий (080)-52,Синий,(080)-52,7,Мужской,"Интерлок, 100% хлопок"
5323,CH 8151 ,CH8151/,CH 8151 Шапка для мальчика,CH 8151 Шапка для мальчика Серый меланж 48-50,Серый меланж,48-50,13,Мужской,"Рибана, 95% хлопок, 5% эластан"
5324,CK 7T047,CK7T047/,CK 7T047 Брюки для девочки,CK 7T047 Брюки для девочки Серый (116)-60,Серый,(116)-60,47,Женский,"Текстиль (поплин), 100% хлопок; Подкладка - Флис, 100% п/э"
5325,CSJ 7693 ,CSJ7693/,CSJ 7693 Бриджи для девочки,CSJ 7693 Бриджи для девочки Св.розовый (бабочка) (146)-76,Св.розовый (бабочка),(146)-76,4,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
5326,CSN 9700 (173) ,CSN9700(173)/,CSN 9700 (173) Песочник ясельный,CSN 9700 (173) Песочник ясельный Голубой (062)-40,Голубой,(062)-40,1,Мужской,"Кулирная гладь, 100% хлопок"
5327,CWB 61275 ,CWB61275/,CWB 61275 Водолазка ясельная,CWB 61275 Водолазка ясельная Розовый-Бирюзовый (068)-44,Розовый-Бирюзовый,(068)-44,1,Мужской,"Интерлок, 100% хлопок"
5328,CWB 61445 (135) ,CWB61445(135)/,CWB 61445 (135) Водолазка для мальчика,CWB 61445 (135) Водолазка для мальчика Синий (080)-52,Синий,(080)-52,4,Мужской,"Футер с начесом, 100% хлопок"
5329,CWB 61692 (158),CWB61692(158)/,CWB 61692 (158) Куртка для девочки,CWB 61692 (158) Куртка для девочки Серый меланж (098)-56,Серый меланж,(098)-56,6,Женский,"Футер с начесом, 100% хлопок"
5330,CWB 62035 ,CWB62035/,CWB 62035 Джемпер для девочки,CWB 62035 Джемпер для девочки Бирюзовый (098)-56,Бирюзовый,(098)-56,1,Женский,"Футер с начесом, 100% хлопок"
5331,CWB 62190 (206),CWB62190(206)/,CWB 62190 (206) Кофточка ясельная,CWB 62190 (206) Кофточка ясельная Молочный (056)-36,Молочный,(056)-36,2,Женский,"Футер с начесом, 100% хлопок"
5332,CWB 7731 (186) ,CWB7731(186)/,CWB 7731 (186) Брюки для девочки,CWB 7731 (186) Брюки для девочки Серый меланж (086)-52,Серый меланж,(086)-52,12,Женский,"Футер с начесом, 100% хлопок"
5333,CWB 7793 (206) ,CWB7793(206)/,CWB 7793 (206) Брюки ясельные,CWB 7793 (206) Брюки ясельные Серый меланж (062)-40,Серый меланж,(062)-40,1,Женский,"Футер с начесом, 100% хлопок"
5334,CWB 9606 (133) ,CWB9606(133)/,"CWB 9606 (133) Комплект для девочки (джемпер, брюки)","CWB 9606 (133) Комплект для девочки (джемпер, брюки) Сиреневый (086)-52",Сиреневый,(086)-52,16,Женский,"Футер с начесом, 100% хлопок"
5335,CWJ 62026 (190) ,CWJ62026(190)/,CWJ 62026 (190) Джемпер для девочки,CWJ 62026 (190) Джемпер для девочки Экрю (128)-64,Экрю,(128)-64,3,Женский,"Интерлок, 100% хлопок"
5336,CWJ 62228 ,CWJ62228/,CWJ 62228 Джемпер для девочки,CWJ 62228 Джемпер для девочки Т.синий (146)-76,Т.синий,(146)-76,7,Женский,"Кулирная гладь, 100% хлопок"
5337,CWJ 62231,CWJ62231/,"CWJ 62231 Платье типа ""туника"" для девочки","CWJ 62231 Платье типа ""туника"" для девочки Т.синий (128)-64",Т.синий,(128)-64,3,Женский,"Футер петля, 100% хлопок"
5338,CWJ 62234 ,CWJ62234/,CWJ 62234 Джемпер для мальчика,CWJ 62234 Джемпер для мальчика Зеленый (158)-80,Зеленый,(158)-80,34,Мужской,"Кулирная гладь, 100% хлопок"
5339,CWJ 62236 ,CWJ62236/,CWJ 62236 Джемпер для мальчика,CWJ 62236 Джемпер для мальчика Серый меланж (140)-72,Серый меланж,(140)-72,20,Мужской,"Футер петля, 100% хлопок"
5340,CWJ 62265 (211) ,CWJ62265(211)/,"CWJ 62265 (211) Платье типа ""туника"" для девочки","CWJ 62265 (211) Платье типа ""туника"" для девочки Серый меланж-Т.синий (128)-64",Серый меланж-Т.синий,(128)-64,20,Женский,"Футер петля, 100% хлопок"
5341,CWJ 62275 (210) ,CWJ62275(210)/,CWJ 62275 (210) Платье для девочки,CWJ 62275 (210) Платье для девочки Персиковый (134)-68,Персиковый,(134)-68,15,Женский,"Кулирная гладь, 100% хлопок"
5342,CWJ 62295 (212),CWJ62295(212)/,CWJ 62295 (212) Джемпер для мальчика,CWJ 62295 (212) Джемпер для мальчика Т.серый меланж (128)-64,Т.серый меланж,(128)-64,1,Мужской,"Футер с начесом, 100% хлопок"
5343,CWK 3157 ,CWK3157/,"CWK 3157 Комплект для мальчика (фуфайка, кальсоны)","CWK 3157 Комплект для мальчика (фуфайка, кальсоны) Черный (110)-60",Черный,(110)-60,25,Мужской,"Рибана, 100% хлопок"
5344,CWK 62004 ,CWK62004/,CWK 62004 Джемпер для мальчика,CWK 62004 Джемпер для мальчика Красный (122)-64,Красный,(122)-64,22,Мужской,"Кулирная гладь, 100% хлопок"
5345,CWK 62040 ,CWK62040/,CWK 62040 Джемпер для девочки,CWK 62040 Джемпер для девочки Лососевый (122)-64,Лососевый,(122)-64,1,Женский,"Интерлок, 100% хлопок"
5346,CWK 62241 (208) ,CWK62241(208)/,CWK 62241 (208) Куртка для девочки,CWK 62241 (208) Куртка для девочки Т.синий (110)-60,Т.синий,(110)-60,2,Женский,"Футер с начесом, 100% хлопок"
5347,CWK 62258 (211) ,CWK62258(211)/,CWK 62258 (211) Джемпер для девочки,CWK 62258 (211) Джемпер для девочки Экрю (122)-64,Экрю,(122)-64,8,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
5348,CWK 62262 (211) ,CWK62262(211)/,CWK 62262 (211) Джемпер для девочки,CWK 62262 (211) Джемпер для девочки Красный (104)-56,Красный,(104)-56,5,Женский,"Футер петля, 100% хлопок"
5349,CWK 62262 (211) ,CWK62262(211)/,CWK 62262 (211) Джемпер для девочки,CWK 62262 (211) Джемпер для девочки Серый меланж (116)-60,Серый меланж,(116)-60,2,Женский,"Футер петля, 100% хлопок"
5350,CWK 62267 (210),CWK62267(210)/,CWK 62267 (210) Джемпер для девочки,CWK 62267 (210) Джемпер для девочки Графит-Экрю (116)-60,Графит-Экрю,(116)-60,7,Женский,"Интерлок, 100% хлопок"
5351,CWK 62272 (210),CWK62272(210)/,CWK 62272 (210) Джемпер для девочки,CWK 62272 (210) Джемпер для девочки Желтый (104)-56,Желтый,(104)-56,1,Женский,"Футер с начесом, 100% хлопок"
5352,CWK 62279 (213) ,CWK62279(213)/,CWK 62279 (213) Джемпер для мальчика,CWK 62279 (213) Джемпер для мальчика Серый меланж (098)-56,Серый меланж,(098)-56,3,Мужской,"Кулирная гладь, 100% хлопок"
5353,CWN 4155 (164) ,CWN4155(164)/,CWN 4155 (164) Боди ясельное,CWN 4155 (164) Боди ясельное Экрю (056)-36,Экрю,(056)-36,1,Женский,"Интерлок, 100% хлопок"
5354,CWN 61236 (131) ,CWN61236(131)/,CWN 61236 (131) Джемпер ясельный,CWN 61236 (131) Джемпер ясельный Бирюзовый (062)-40,Бирюзовый,(062)-40,113,Мужской,"Велюр, 80% хлопок, 20% п/э"
5355,CWN 61236 (131) ,CWN61236(131)/,CWN 61236 (131) Джемпер ясельный,CWN 61236 (131) Джемпер ясельный Бирюзовый (068)-44,Бирюзовый,(068)-44,102,Мужской,"Велюр, 80% хлопок, 20% п/э"
5356,CWN 61418 (129) ,CWN61418(129)/,CWN 61418 (129) Кофточка ясельная,CWN 61418 (129) Кофточка ясельная Голубой (068)-44,Голубой,(068)-44,76,Мужской,"Интерлок, 100% хлопок"
5357,CWN 61423 (130) ,CWN61423(130)/,CWN 61423 (130) Кофточка ясельная,CWN 61423 (130) Кофточка ясельная Желтый (080)-52,Желтый,(080)-52,27,Мужской,"Футер с начесом, 100% хлопок"
5358,CWN 7577 ,CWN7577/,CWN 7577 Брюки ясельные,CWN 7577 Брюки ясельные Бирюзовый (056)-36,Бирюзовый,(056)-36,1,Женский,"Интерлок, 100% хлопок"
5359,CWN 7625 (156) ,CWN7625(156)/,CWN 7625 (156) Брюки ясельные,CWN 7625 (156) Брюки ясельные Коралловый (080)-52,Коралловый,(080)-52,8,Женский,"Футер с начесом, 100% хлопок"
5360,CWN 7626 (157) ,CWN7626(157)/,CWN 7626 (157) Ползунки ясельные,CWN 7626 (157) Ползунки ясельные Св.бирюзовый (056)-36,Св.бирюзовый,(056)-36,7,Мужской,"Футер с начесом, 100% хлопок"
5361,CWN 7634 (164) ,CWN7634(164)/,CWN 7634 (164) Ползунки ясельные,CWN 7634 (164) Ползунки ясельные Бирюзовый (056)-36,Бирюзовый,(056)-36,22,Женский,"Интерлок, 100% хлопок"
5362,CWN 9523 (128) ,CWN9523(128)/,CWN 9523 (128) Комбинезон ясельный,CWN 9523 (128) Комбинезон ясельный Сиреневый (062)-40,Сиреневый,(062)-40,8,Женский,"Велюр, 80% хлопок, 20% п/э"
5363,CWN 9529 (131) ,CWN9529(131)/,CWN 9529 (131) Комбинезон ясельный,CWN 9529 (131) Комбинезон ясельный Серый меланж (068)-44,Серый меланж,(068)-44,15,Мужской,"Велюр, 80% хлопок, 20% п/э"
5364,CWN 9672 (156) ,CWN9672(156)/,"CWN 9672 (156) Комплект ясельный (рубашечка, ползунки)","CWN 9672 (156) Комплект ясельный (рубашечка, ползунки) Персиковый (062)-40",Персиковый,(062)-40,75,Женский,"Футер с начесом, 100% хлопок"
5365,CAK 61386 ,CAK61386/,CAK 61386 Водолазка для девочки,CAK 61386 Водолазка для девочки Белый (104)-56,Белый,(104)-56,45,Женский,"Кашкорсе, 95% хлопок, 5% эластан"
5366,CJ 7T060 ,CJ7T060/,CJ 7T060 Брюки для мальчика,CJ 7T060 Брюки для мальчика Т.синий (140)-72,Т.синий,(140)-72,14,Мужской,"Текстиль, 100% хлопок"
5367,CSN 61796 (170) ,CSN61796(170)/,CSN 61796 (170) Кофточка ясельная,CSN 61796 (170) Кофточка ясельная Розовый (062)-40,Розовый,(062)-40,1,Женский,"Интерлок, 100% хлопок"
5368,CWB 7746,CWB7746/,CWB 7746 Брюки для девочки,CWB 7746 Брюки для девочки Вишневый (086)-52,Вишневый,(086)-52,1,Женский,"Футер с начесом, 100% хлопок"
5369,CWK 62255 (209) ,CWK62255(209)/,CWK 62255 (209) Платье для девочки,CWK 62255 (209) Платье для девочки Фиолетовый (098)-56,Фиолетовый,(098)-56,1,Женский,"Футер петля, 100% хлопок"
5370,CWK 62288 (215) ,CWK62288(215)/,CWK 62288 (215) Джемпер для мальчика,CWK 62288 (215) Джемпер для мальчика Хаки (104)-56,Хаки,(104)-56,1,Мужской,"Футер с начесом, 100% хлопок"
5371,CWN 7639 (165) ,CWN7639(165)/,CWN 7639 (165) Брюки ясельные,CWN 7639 (165) Брюки ясельные Голубой (062)-40,Голубой,(062)-40,2,Мужской,"Интерлок, 100% хлопок"
5372,CAB 1386 ,CAB1386/,CAB 1386 Трусы ясельные,CAB 1386 Трусы ясельные Бирюзовый (068)-44,Бирюзовый,(068)-44,18,Женский,"Рибана, 100% хлопок"
5373,CAB 3395 ,CAB3395/,"CAB 3395 Комплект ясельный (майка, трусы)","CAB 3395 Комплект ясельный (майка, трусы) Белый (062)-40",Белый,(062)-40,4,Мужской,"Рибана, 100% хлопок"
5374,CAB 3406,CAB3406/,"CAB 3406 Комплект ясельный (майка, трусы)","CAB 3406 Комплект ясельный (майка, трусы) Голубой (074)-48",Голубой,(074)-48,7,Женский,"Рибана, 100% хлопок"
5375,CAJ 1413 ,CAJ1413/,CAJ 1413 Трусы-боксеры для мальчика,CAJ 1413 Трусы-боксеры для мальчика Т.синий (110-116)-60,Т.синий,(110-116)-60,10,Мужской,"Кулирная гладь 92% хлопок, 8% эластан"
5376,CAJ 1467,CAJ1467/,CAJ 1467 Трусы для девочки,CAJ 1467 Трусы для девочки Розовый (152-158)-80,Розовый,(152-158)-80,7,Женский,"Рибана, 100% хлопок"
5377,CAJ 2298 ,CAJ2298/,CAJ 2298 Майка для девочки,CAJ 2298 Майка для девочки Розовый (140)-72,Розовый,(140)-72,99,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
5378,CAJ 2298 ,CAJ2298/,CAJ 2298 Майка для девочки,CAJ 2298 Майка для девочки Экрю (110-116)-60,Экрю,(110-116)-60,48,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
5379,CAJ 2299 ,CAJ2299/,CAJ 2299 Бюстье для девочки,CAJ 2299 Бюстье для девочки Розовый-Экрю (164)-84,Розовый-Экрю,(164)-84,30,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
5380,CAJ 2335,CAJ2335/,CAJ 2335 Майка для девочки,CAJ 2335 Майка для девочки Белый (164)-84,Белый,(164)-84,12,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
5381,CAJ 61912,CAJ61912/,CAJ 61912 Водолазка для девочки,CAJ 61912 Водолазка для девочки Белый (152)-80,Белый,(152)-80,47,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
5382,CAJ 61954,CAJ61954/,CAJ 61954 Платье для девочки,CAJ 61954 Платье для девочки Вишневый (146)-76,Вишневый,(146)-76,18,Женский,"Подкладка - 95% п/э, 5% эластан; Сетка гофрированная с люрексом, 100% п/э"
5383,CAJ 62074 ,CAJ62074/,CAJ 62074 Джемпер для девочки,CAJ 62074 Джемпер для девочки Бирюзовый (164)-84,Бирюзовый,(164)-84,3,Женский,"Интерлок, 100% хлопок"
5384,CAJ 62152 ,CAJ62152/,CAJ 62152 Джемпер для девочки,CAJ 62152 Джемпер для девочки Белый (164)-84,Белый,(164)-84,2,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
5385,CAJ 7715,CAJ7715/,CAJ 7715 Юбка для девочки,CAJ 7715 Юбка для девочки Вишневый (158)-80,Вишневый,(158)-80,25,Женский,"Подкладка - 95% п/э, 5% эластан; Сетка гофрированная с люрексом, 100% п/э"
5386,CAJ 7715,CAJ7715/,CAJ 7715 Юбка для девочки,CAJ 7715 Юбка для девочки Серебристый (158)-80,Серебристый,(158)-80,11,Женский,"Подкладка - 95% п/э, 5% эластан; Сетка гофрированная с люрексом, 100% п/э"
5387,CAJ 7784 ,CAJ7784/,CAJ 7784 Юбка из сетки гимнастическая,CAJ 7784 Юбка из сетки гимнастическая Черный (128)-64,Черный,(128)-64,161,Женский,"Сетка, 100% п/э"
5388,CAJ 9805-1,CAJ9805-1/,"CAJ 9805-1 Костюм для мальчика (куртка, брюки)","CAJ 9805-1 Костюм для мальчика (куртка, брюки) Серый меланж (146)-76",Серый меланж,(146)-76,10,Мужской,"Футер петля, 80% хлопок, 20% п/э."
5389,CAK 2321,CAK2321/,CAK 2321 Майка для девочки,CAK 2321 Майка для девочки Белый (122-128)-64,Белый,(122-128)-64,5,Женский,"Рибана, 100% хлопок"
5390,CAK 3329 ,CAK3329/,"CAK 3329 Комплект для девочки (майка, трусы)","CAK 3329 Комплект для девочки (майка, трусы) Бирюзовый (пуговки) (092)-52",Бирюзовый (пуговки),(092)-52,3,Женский,"Рибана, 100% хлопок"
5391,CAK 3330 ,CAK3330/,"CAK 3330 Комплект для девочки (майка, трусы)","CAK 3330 Комплект для девочки (майка, трусы) Бирюзовый (платье) (092)-52",Бирюзовый (платье),(092)-52,57,Женский,"Рибана, 100% хлопок"
5392,CAK 3494 ,CAK3494/,"CAK 3494 Комплект для девочки (майка, трусы)","CAK 3494 Комплект для девочки (майка, трусы) Бирюзовый (092)-52",Бирюзовый,(092)-52,11,Женский,"Рибана, 100% хлопок"
5393,CAK 61146,CAK61146/,CAK 61146 Водолазка для девочки,CAK 61146 Водолазка для девочки Голубой (122)-64,Голубой,(122)-64,60,Женский,"Интерлок, 100% хлопок"
5394,CAK 61163,CAK61163/,CAK 61163 Водолазка для мальчика,CAK 61163 Водолазка для мальчика Бирюзовый (104)-56,Бирюзовый,(104)-56,11,Мужской,"Интерлок, 100% хлопок"
5395,CAK 61919 ,CAK61919/,CAK 61919 Джемпер для девочки,CAK 61919 Джемпер для девочки Серый меланж (116)-60,Серый меланж,(116)-60,3,Женский,"Кулирная гладь, 100% хлопок"
5396,CAK 62066,CAK62066/,CAK 62066 Джемпер для девочки,CAK 62066 Джемпер для девочки Зеленый (92)-52,Зеленый,(92)-52,5,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
